header.cases,17520000000_0.126350,191500000000_0.105600,231360000000_0.096362
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_8_9,793410,427141,463812
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_9_10,718951,254528,274021
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_10_11,661543,129914,137568
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_11_12,605169,49388,55485
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_12_13,451245,13669,17029
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_13_14,350944,2958,3990
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_14_15,260485,608,813
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_15_16,231441,169,205
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_mean,3,1,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_overflow,84782,24,37
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_sampled,18551972,37753057,36564732
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_sum,72913058,75174662,70449887
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_underflow,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.utilization,72913058,75174662,70449897
core_with_l2.core.memBlock.dcache.dcache.num_loads,13600028,21433592,21323398
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.bad_prefetch,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.depth1,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.depth2,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.depth4,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.depth8,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.depth16,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.depth32,18551973,37753058,36564733
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.depth64,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.depth128,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.depth256,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.depth512,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.good_prefetch,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.late_hit_prefetch,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.late_miss_prefetch,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.prefetch_hit,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.total_prefetch,0,0,0
core_with_l2.core.memBlock.dcache.dcache.prefetcherMonitor.trigger_disable,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_0.probe_penalty,1972,573,606
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_0.probe_penalty_blocked_by_lrsc,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_0.probe_penalty_blocked_by_pipeline,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_0.probe_req,699,207,225
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_1.probe_penalty,13,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_1.probe_penalty_blocked_by_lrsc,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_1.probe_penalty_blocked_by_pipeline,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_1.probe_req,4,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_2.probe_penalty,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_2.probe_penalty_blocked_by_lrsc,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_2.probe_penalty_blocked_by_pipeline,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_2.probe_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_3.probe_penalty,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_3.probe_penalty_blocked_by_lrsc,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_3.probe_penalty_blocked_by_pipeline,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_3.probe_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_4.probe_penalty,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_4.probe_penalty_blocked_by_lrsc,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_4.probe_penalty_blocked_by_pipeline,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_4.probe_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_5.probe_penalty,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_5.probe_penalty_blocked_by_lrsc,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_5.probe_penalty_blocked_by_pipeline,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_5.probe_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_6.probe_penalty,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_6.probe_penalty_blocked_by_lrsc,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_6.probe_penalty_blocked_by_pipeline,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_6.probe_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_7.probe_penalty,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_7.probe_penalty_blocked_by_lrsc,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_7.probe_penalty_blocked_by_pipeline,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.entries_7.probe_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.probeQueue.ProbeL1DCache,703,207,225
core_with_l2.core.memBlock.dcache.dcache.same_cycle_update_pf_flag,0,0,0
core_with_l2.core.memBlock.dcache.dcache.stu_0.s0_valid,6303647,1002057,997672
core_with_l2.core.memBlock.dcache.dcache.stu_0.s0_valid_not_ready,6303647,1002057,997672
core_with_l2.core.memBlock.dcache.dcache.stu_0.sta_hit,0,0,0
core_with_l2.core.memBlock.dcache.dcache.stu_0.sta_miss,0,0,0
core_with_l2.core.memBlock.dcache.dcache.stu_0.store_fire,0,0,0
core_with_l2.core.memBlock.dcache.dcache.stu_0.store_miss_prefetch_fire,0,0,0
core_with_l2.core.memBlock.dcache.dcache.stu_0.store_miss_prefetch_not_fire,0,0,0
core_with_l2.core.memBlock.dcache.dcache.stu_1.s0_valid,6737843,1015590,1005676
core_with_l2.core.memBlock.dcache.dcache.stu_1.s0_valid_not_ready,6737843,1015590,1005676
core_with_l2.core.memBlock.dcache.dcache.stu_1.sta_hit,0,0,0
core_with_l2.core.memBlock.dcache.dcache.stu_1.sta_miss,0,0,0
core_with_l2.core.memBlock.dcache.dcache.stu_1.store_fire,0,0,0
core_with_l2.core.memBlock.dcache.dcache.stu_1.store_miss_prefetch_fire,0,0,0
core_with_l2.core.memBlock.dcache.dcache.stu_1.store_miss_prefetch_not_fire,0,0,0
core_with_l2.core.memBlock.dcache.dcache.tagArray.array_0.part_tag_read_counter,7202677,11242847,11160243
core_with_l2.core.memBlock.dcache.dcache.tagArray.array_1.part_tag_read_counter,6397351,10190745,10163155
core_with_l2.core.memBlock.dcache.dcache.tagArray.array_2.part_tag_read_counter,1459462,659661,687053
core_with_l2.core.memBlock.dcache.dcache.tagArray.tag_read_counter,15059490,22093253,22010451
core_with_l2.core.memBlock.dcache.dcache.useful_prefetch,0,0,0
core_with_l2.core.memBlock.dcache.dcache.useless_prefetch,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_0.penalty_blocked_by_channel_C,98,12,20
core_with_l2.core.memBlock.dcache.dcache.wb.entries_0.penalty_waiting_for_channel_D,1198398,3353393,3281617
core_with_l2.core.memBlock.dcache.dcache.wb.entries_0.wb_probe_resp,254,59,56
core_with_l2.core.memBlock.dcache.dcache.wb.entries_0.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_0.wb_release,267689,781648,765204
core_with_l2.core.memBlock.dcache.dcache.wb.entries_0.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_1.penalty_blocked_by_channel_C,105,13,13
core_with_l2.core.memBlock.dcache.dcache.wb.entries_1.penalty_waiting_for_channel_D,995633,2617643,2513372
core_with_l2.core.memBlock.dcache.dcache.wb.entries_1.wb_probe_resp,128,43,52
core_with_l2.core.memBlock.dcache.dcache.wb.entries_1.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_1.wb_release,222292,606966,580944
core_with_l2.core.memBlock.dcache.dcache.wb.entries_1.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_2.penalty_blocked_by_channel_C,103,23,20
core_with_l2.core.memBlock.dcache.dcache.wb.entries_2.penalty_waiting_for_channel_D,738198,1647071,1542599
core_with_l2.core.memBlock.dcache.dcache.wb.entries_2.wb_probe_resp,93,31,40
core_with_l2.core.memBlock.dcache.dcache.wb.entries_2.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_2.wb_release,157626,371642,345197
core_with_l2.core.memBlock.dcache.dcache.wb.entries_2.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_3.penalty_blocked_by_channel_C,97,10,21
core_with_l2.core.memBlock.dcache.dcache.wb.entries_3.penalty_waiting_for_channel_D,570509,899177,869260
core_with_l2.core.memBlock.dcache.dcache.wb.entries_3.wb_probe_resp,43,28,20
core_with_l2.core.memBlock.dcache.dcache.wb.entries_3.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_3.wb_release,116310,192079,183646
core_with_l2.core.memBlock.dcache.dcache.wb.entries_3.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_4.penalty_blocked_by_channel_C,85,7,12
core_with_l2.core.memBlock.dcache.dcache.wb.entries_4.penalty_waiting_for_channel_D,504627,547067,553383
core_with_l2.core.memBlock.dcache.dcache.wb.entries_4.wb_probe_resp,32,11,18
core_with_l2.core.memBlock.dcache.dcache.wb.entries_4.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_4.wb_release,100676,109272,109917
core_with_l2.core.memBlock.dcache.dcache.wb.entries_4.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_5.penalty_blocked_by_channel_C,61,1,8
core_with_l2.core.memBlock.dcache.dcache.wb.entries_5.penalty_waiting_for_channel_D,467247,421108,438243
core_with_l2.core.memBlock.dcache.dcache.wb.entries_5.wb_probe_resp,28,11,3
core_with_l2.core.memBlock.dcache.dcache.wb.entries_5.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_5.wb_release,92148,81767,85022
core_with_l2.core.memBlock.dcache.dcache.wb.entries_5.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_6.penalty_blocked_by_channel_C,45,7,5
core_with_l2.core.memBlock.dcache.dcache.wb.entries_6.penalty_waiting_for_channel_D,435334,335294,355151
core_with_l2.core.memBlock.dcache.dcache.wb.entries_6.wb_probe_resp,27,10,7
core_with_l2.core.memBlock.dcache.dcache.wb.entries_6.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_6.wb_release,85581,64559,68215
core_with_l2.core.memBlock.dcache.dcache.wb.entries_6.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_7.penalty_blocked_by_channel_C,60,5,4
core_with_l2.core.memBlock.dcache.dcache.wb.entries_7.penalty_waiting_for_channel_D,408420,252020,272507
core_with_l2.core.memBlock.dcache.dcache.wb.entries_7.wb_probe_resp,11,2,17
core_with_l2.core.memBlock.dcache.dcache.wb.entries_7.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_7.wb_release,80002,48288,52016
core_with_l2.core.memBlock.dcache.dcache.wb.entries_7.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_8.penalty_blocked_by_channel_C,43,3,3
core_with_l2.core.memBlock.dcache.dcache.wb.entries_8.penalty_waiting_for_channel_D,374453,170995,189454
core_with_l2.core.memBlock.dcache.dcache.wb.entries_8.wb_probe_resp,14,1,3
core_with_l2.core.memBlock.dcache.dcache.wb.entries_8.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_8.wb_release,74412,32660,36013
core_with_l2.core.memBlock.dcache.dcache.wb.entries_8.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_9.penalty_blocked_by_channel_C,36,3,4
core_with_l2.core.memBlock.dcache.dcache.wb.entries_9.penalty_waiting_for_channel_D,334852,102363,115302
core_with_l2.core.memBlock.dcache.dcache.wb.entries_9.wb_probe_resp,10,5,3
core_with_l2.core.memBlock.dcache.dcache.wb.entries_9.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_9.wb_release,67453,19494,21731
core_with_l2.core.memBlock.dcache.dcache.wb.entries_9.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_10.penalty_blocked_by_channel_C,24,1,3
core_with_l2.core.memBlock.dcache.dcache.wb.entries_10.penalty_waiting_for_channel_D,290327,50453,58567
core_with_l2.core.memBlock.dcache.dcache.wb.entries_10.wb_probe_resp,10,4,1
core_with_l2.core.memBlock.dcache.dcache.wb.entries_10.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_10.wb_release,59235,9546,10868
core_with_l2.core.memBlock.dcache.dcache.wb.entries_10.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_11.penalty_blocked_by_channel_C,22,0,1
core_with_l2.core.memBlock.dcache.dcache.wb.entries_11.penalty_waiting_for_channel_D,236305,19417,24306
core_with_l2.core.memBlock.dcache.dcache.wb.entries_11.wb_probe_resp,17,1,4
core_with_l2.core.memBlock.dcache.dcache.wb.entries_11.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_11.wb_release,49403,3578,4424
core_with_l2.core.memBlock.dcache.dcache.wb.entries_11.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_12.penalty_blocked_by_channel_C,20,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_12.penalty_waiting_for_channel_D,180171,5788,7749
core_with_l2.core.memBlock.dcache.dcache.wb.entries_12.wb_probe_resp,15,1,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_12.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_12.wb_release,38821,1025,1387
core_with_l2.core.memBlock.dcache.dcache.wb.entries_12.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_13.penalty_blocked_by_channel_C,14,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_13.penalty_waiting_for_channel_D,125199,1533,2187
core_with_l2.core.memBlock.dcache.dcache.wb.entries_13.wb_probe_resp,6,0,1
core_with_l2.core.memBlock.dcache.dcache.wb.entries_13.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_13.wb_release,27822,268,367
core_with_l2.core.memBlock.dcache.dcache.wb.entries_13.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_14.penalty_blocked_by_channel_C,18,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_14.penalty_waiting_for_channel_D,73129,485,545
core_with_l2.core.memBlock.dcache.dcache.wb.entries_14.wb_probe_resp,11,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_14.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_14.wb_release,16707,77,95
core_with_l2.core.memBlock.dcache.dcache.wb.entries_14.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_15.penalty_blocked_by_channel_C,6,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_15.penalty_waiting_for_channel_D,39379,116,100
core_with_l2.core.memBlock.dcache.dcache.wb.entries_15.wb_probe_resp,2,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_15.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_15.wb_release,9139,20,19
core_with_l2.core.memBlock.dcache.dcache.wb.entries_15.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_16.penalty_blocked_by_channel_C,2,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_16.penalty_waiting_for_channel_D,3043,0,30
core_with_l2.core.memBlock.dcache.dcache.wb.entries_16.wb_probe_resp,2,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_16.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_16.wb_release,696,0,5
core_with_l2.core.memBlock.dcache.dcache.wb.entries_16.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_17.penalty_blocked_by_channel_C,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_17.penalty_waiting_for_channel_D,75,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_17.wb_probe_resp,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_17.wb_probe_ttob_fix,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_17.wb_release,17,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.entries_17.wb_req,0,0,0
core_with_l2.core.memBlock.dcache.dcache.wb.wb_req,1466743,2323098,2265307
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.access0,7202677,11242847,11160243
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.access1,6397350,10190746,10163155
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.access2,0,0,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access,2462941,6216343,6131620
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access0,59200,188239,196077
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access1,57022,191471,190569
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access2,53790,186142,195930
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access3,54685,187886,192502
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access4,80471,196901,182206
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access5,175887,198909,197563
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access6,159542,185625,187020
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access7,48619,189191,191516
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access8,91181,191066,186141
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access9,80897,189023,182210
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access10,133727,188740,202125
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access11,103056,193047,189773
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access12,59663,187203,187872
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access13,60742,184297,194353
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access14,74881,193694,203016
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access15,41957,194215,189963
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access16,57457,190773,190880
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access17,89019,186403,191014
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access18,114100,186707,188760
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access19,54045,188176,196462
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access20,57489,195456,186220
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access21,86120,189989,199623
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access22,89162,195160,191100
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access23,54256,190899,194480
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access24,17103,192477,190910
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access25,376793,189075,191074
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access26,78068,180352,190993
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access27,77195,190499,187215
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access28,70640,189031,196587
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access29,41268,193129,192126
