header.cases,17520000000_0.126350,191500000000_0.105600,231360000000_0.096362
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_20_30,11,1,5
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_30_40,197,9,13
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_40_50,456,7,10
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_50_60,9184,3,13
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_60_70,5628,6,9
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_70_80,1584,0,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_80_90,340,0,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_90_100,197,0,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_mean,60,31,44
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_overflow,97,0,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_sampled,17651,45,61
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_sum,1059526,1431,2708
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.load_miss_penalty_to_use_underflow,54,19,8
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.main_pipe_penalty,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_0_1,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_1_2,17474149,37751581,36561922
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_2_3,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_3_4,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_4_5,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_5_6,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_6_7,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_7_8,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_8_9,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_9_10,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_10_11,39,3,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_11_12,17,4,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_12_13,11,1,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_13_14,14,3,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_14_15,11,1,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_15_16,5,2,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_16_17,4,2,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_17_18,1,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_18_19,1,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_19_20,0,2,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_20_30,12,1,5
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_30_40,197,9,13
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_40_50,456,7,11
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_50_60,9182,3,13
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_60_70,5629,6,9
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_70_80,1585,0,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_80_90,340,0,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_90_100,197,0,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_mean,1,1,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_overflow,97,0,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_sampled,17491850,37751626,36561984
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_sum,18534271,37753012,36564670
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_penalty_underflow,17474252,37751600,36561930
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_req_merged,13962,21,41
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.miss_req_primary,17701,45,62
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.penalty_blocked_by_channel_A,3,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.penalty_from_grant_to_refill,35433,90,124
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.penalty_waiting_for_channel_D,989281,1251,2500
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.penalty_waiting_for_channel_E,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.prefetch_req_merged,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_14.prefetch_req_primary,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_0_1,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_1_2,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_2_3,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_3_4,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_4_5,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_5_6,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_6_7,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_7_8,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_8_9,18,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_9_10,8,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_10_11,11,0,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_11_12,4,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_12_13,2,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_13_14,3,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_14_15,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_15_16,3,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_16_17,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_17_18,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_18_19,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_19_20,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_20_30,10,2,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_30_40,54,3,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_40_50,498,2,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_50_60,5538,2,5
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_60_70,2712,2,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_70_80,918,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_80_90,209,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_90_100,135,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_mean,59,36,46
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_overflow,78,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_sampled,10123,14,12
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_sum,601568,515,554
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.a_to_d_penalty_underflow,49,3,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.can_not_send_acquire_because_of_merging_store,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use,611284,518,554
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_0_1,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_1_2,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_2_3,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_3_4,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_4_5,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_5_6,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_6_7,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_7_8,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_8_9,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_9_10,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_10_11,8,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_11_12,2,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_12_13,4,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_13_14,2,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_14_15,1,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_15_16,1,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_16_17,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_17_18,3,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_18_19,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_19_20,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_20_30,3,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_30_40,55,4,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_40_50,173,1,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_50_60,4722,3,5
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_60_70,3572,1,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_70_80,1123,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_80_90,269,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_90_100,157,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_mean,61,40,51
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_overflow,85,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_sampled,10095,13,11
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_sum,621498,532,566
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.load_miss_penalty_to_use_underflow,21,2,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.main_pipe_penalty,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_0_1,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_1_2,17920014,37752500,36564142
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_2_3,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_3_4,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_4_5,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_5_6,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_6_7,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_7_8,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_8_9,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_9_10,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_10_11,17,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_11_12,9,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_12_13,11,0,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_13_14,4,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_14_15,2,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_15_16,3,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_16_17,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_17_18,3,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_18_19,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_19_20,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_20_30,3,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_30_40,55,4,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_40_50,172,1,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_50_60,4722,3,5
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_60_70,3573,1,2
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_70_80,1123,1,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_80_90,269,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_90_100,157,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_mean,1,1,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_overflow,85,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_sampled,17930137,37752514,36564154
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_sum,18541849,37753043,36564720
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_penalty_underflow,17920063,37752503,36564143
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_req_merged,7497,12,12
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.miss_req_primary,10123,14,12
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.penalty_blocked_by_channel_A,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.penalty_from_grant_to_refill,20263,28,24
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.penalty_waiting_for_channel_D,581322,487,530
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.penalty_waiting_for_channel_E,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.prefetch_req_merged,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.entries_15.prefetch_req_primary,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.exHalf,3279778,451234,489112
core_with_l2.core.memBlock.dcache.dcache.missQueue.full,84782,24,37
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_0_1,4748475,8709828,10190289
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_1_2,2207184,9366766,8405210
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_2_3,3156437,9044405,8078683
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_3_4,1412171,5412936,4714690
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_4_5,778205,1978098,1800617
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_5_6,772569,1034736,1036931
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_6_7,757467,807695,838287
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_7_8,764336,604247,639794
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_8_9,790051,395517,429696
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_9_10,707636,229689,246323
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_10_11,646437,113964,120366
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_11_12,587417,41404,46449
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_12_13,434172,10959,13603
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_13_14,335357,2223,3041
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_14_15,246889,467,607
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_15_16,207169,123,146
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_mean,3,1,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_overflow,70204,15,25
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_sampled,18551972,37753057,36564732
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_sum,71446369,72851581,68184605
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_CPUData_underflow,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_0_1,18551972,37753057,36564732
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_1_2,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_2_3,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_3_4,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_4_5,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_5_6,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_6_7,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_7_8,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_8_9,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_9_10,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_10_11,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_11_12,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_12_13,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_13_14,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_14_15,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_15_16,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_mean,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_overflow,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_sampled,18551972,37753057,36564732
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_sum,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Prefetch_underflow,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_0_1,4618381,8245963,9717203
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_1_2,2171774,9229179,8317218
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_2_3,3199083,9209384,8251423
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_3_4,1437225,5619972,4889421
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_4_5,775663,2050879,1856361
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_5_6,763639,1052446,1049670
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_6_7,751064,830801,859237
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_7_8,761955,636058,671276
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_8_9,793410,427141,463812
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_9_10,718951,254528,274021
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_10_11,661543,129914,137568
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_11_12,605169,49388,55485
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_12_13,451245,13669,17029
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_13_14,350944,2958,3990
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_14_15,260485,608,813
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_15_16,231441,169,205
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_mean,3,1,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_overflow,84782,24,37
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_sampled,18551972,37753057,36564732
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_sum,72913058,75174662,70449887
core_with_l2.core.memBlock.dcache.dcache.missQueue.L1DMLP_Total_underflow,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.max_inflight,296831568,604048928,585035728
core_with_l2.core.memBlock.dcache.dcache.missQueue.memSetPattenDetected,6,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_amo_refill_latency,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_load_refill_latency,65516643,62895040,58435251
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_pf_refill_latency,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_req,2889700,4083121,3953684
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_req_allocate,1466690,2323080,2265282
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_req_amo_allocate,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_req_load_allocate,1462200,2285140,2216058
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_req_merge_load,1423010,1760005,1688388
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_req_reject_load,926148,2659003,2519871
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_req_store_allocate,4490,37940,49224
core_with_l2.core.memBlock.dcache.dcache.missQueue.miss_store_refill_latency,36191,643791,665210
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_0_1,4618381,8245963,9717203
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_1_2,2171774,9229179,8317218
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_2_3,3199083,9209384,8251423
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_3_4,1437225,5619972,4889421
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_4_5,775663,2050879,1856361
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_5_6,763639,1052446,1049670
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_6_7,751064,830801,859237
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_7_8,761955,636058,671276
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_8_9,793410,427141,463812
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_9_10,718951,254528,274021
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_10_11,661543,129914,137568
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_11_12,605169,49388,55485
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_12_13,451245,13669,17029
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_13_14,350944,2958,3990
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_14_15,260485,608,813
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_15_16,231441,169,205
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_mean,3,1,1
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_overflow,84782,24,37
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_sampled,18551972,37753057,36564732
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_sum,72913058,75174662,70449887
core_with_l2.core.memBlock.dcache.dcache.missQueue.num_valids_underflow,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.pipereg_valid,2889699,4083122,3953683
core_with_l2.core.memBlock.dcache.dcache.missQueue.prefetch_primary_fire,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.prefetch_secondary_fire,0,0,0
core_with_l2.core.memBlock.dcache.dcache.missQueue.probe_blocked_by_miss,558,500,604
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_0_1,4618381,8245963,9717203
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_1_2,2171774,9229179,8317218
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_2_3,3199083,9209384,8251423
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_3_4,1437225,5619972,4889421
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_4_5,775663,2050879,1856361
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_5_6,763639,1052446,1049670
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_6_7,751064,830801,859237
core_with_l2.core.memBlock.dcache.dcache.missQueue.util_7_8,761955,636058,671276
